n_cyanos,co2,light,SucRatio,Nsample,a,mu
576, 14.716571906354512, 0.42474973913043473,0.959866221,15212, 0.24887128669635553, 1.7605487789265002
28, 79.59886622073577,0.083612957, 0.5384615384615384,18660, 45.05303583617498, 32.71501776413701
539, 58.52884280936455, 0.8260871304347827,0.959866221,19000, 0.8797267546510164, 1.7000424732067112
476, 20.402133779264215, 0.6655521739130434, 0.20735785953177258,3252, 1.0843768812642105, 2.2838998019468955
727, 68.22774247491638, 0.7023414347826087, 0.2608695652173913,17749, 2.2774643748337873, 3.603499896931825
95, 22.743247491638794, 0.9331104347826087, 0.8060200668896321,13545, 2.5697854343750137, 3.3263357747043565
122, 34.78326086956521, 0.33779330434782606, 0.4180602006688963,8978, 5.224954998090997,5.775633529
623, 20.402133779264215, 0.24749239130434783, 0.5518394648829431,10602, 0.4709677158867374, 1.9219218002395726
850, 82.60886956521739,0.006689957, 0.16387959866220736,10996, 3.002644443815175,3.978321919
713, 18.39546488294314, 0.11705773913043477, 0.2140468227424749,6156, 0.6250128567167182, 1.736480780905882
513, 30.101033444816057, 0.9765886521739131,0.050167224,13965, 2.564420571118937, 3.9753120905407315
309, 81.27109030100334, 0.5484954347826086, 0.3277591973244147,1574, 5.6348470986510195, 6.1224160847699585
469, 8.362120401337792, 0.016723391304347825, 0.12374581939799331,8861, 0.5584520629257191, 1.7544075396499133
245, 33.44548160535117, 0.6655521739130434, 0.2608695652173913,8839, 3.479419187117047,4.474019555
827,9.699899666, 0.5953181304347827, 0.7792642140468227,16399, 0.11686880076404449, 2.1219054396282853
329, 15.051016722408027, 0.3578601739130434, 0.8461538461538461,4405, 0.4047354789024907, 1.6006418484010878
52, 19.73324414715719, 0.6555187391304348, 0.7157190635451505,6094, 4.753383397787352, 4.920990879605418
516, 48.16105351170568, 0.6655521739130434, 0.8963210702341138,17996, 0.7215273007715374, 1.5831271171329109
209, 46.82327424749163, 0.5618733478260869, 0.6187290969899666,17115, 3.063787227668902, 3.9009246732148184
35, 91.97332441471572, 0.18394730434782608,0.431438127,13425, 48.741968759013254, 36.338935737580535
386, 80.93664548494984,0.006689957,0.08361204,16938, 8.535368822348797, 8.222370334401862
847, 97.99333110367893, 0.7290972608695652, 0.6387959866220736,9711, 1.5651004612140247, 2.6736023804118045
489, 33.77992642140468, 0.24080343478260868, 0.7290969899665551,6700, 0.7319291390966969, 1.6383626044260997
830, 81.27109030100334, 0.8294316086956521, 0.6387959866220736,16721, 1.2353893128656428, 2.256090109838956
693, 33.11103678929766, 0.8662208695652174,0.802675585,15160, 0.48712578070302304, 1.5989788628732622
362, 51.171056856187285, 0.7257527826086956, 0.7324414715719063,11056, 1.7301978339652793, 2.845379093291012
503, 78.59553177257524, 0.24080343478260868, 0.7357859531772575,1125, 1.829876201070781, 2.991556639304842
580, 27.091030100334446,0.006689957, 0.23745819397993312,3225, 1.1607996067209987, 2.2055058350442103
777, 7.358785953177256, 0.32775986956521735, 0.34448160535117056,18706, 0.17443696300298706, 1.8083633109566544
8, 59.532177257525085, 0.9765886521739131, 0.5986622073578596,12363, 62.70160540689188, 44.40580021518096
469, 79.26442140468227, 0.9799331304347826, 0.046822742474916385,10023, 7.747591008133856, 8.050237715729416
696, 98.32777591973245, 0.8729098260869566, 0.2909698996655518,19179, 3.3666876288067984, 4.418845885708533
302, 32.776591973244145, 0.1939807391304348, 0.6588628762541806,11668, 1.404670057599755, 2.3910549065255373
693, 9.031010033444815, 0.4280942173913043, 0.4214046822742475,18655, 0.24509715307623672, 2.1250897892340195
793, 42.47549163879598, 0.6454853043478261, 0.36789297658862874,15484, 0.9901857918421462, 2.124176097745451
843, 93.64554849498329, 0.6856190434782609, 0.016722408026755852,19531, 5.6359508751464835, 6.482132889274478
205, 12.375458193979933, 0.7123748695652173, 0.9565217391304348,17414, 0.5195771190103867, 1.4688615374724756
920, 78.59553177257524, 0.5418064782608696, 0.2040133779264214,4330, 2.443498040141813, 3.8360469934019124
5, 59.19773244147157,0.799331304,0.036789298,13906, 141.35931663557628, 109.75212942353771
222, 64.88329431438127, 0.7591975652173912, 0.8494983277591973,15840, 2.9205252093684515, 3.607900876099736
820, 94.98332775919732, 0.6789300869565218, 0.23076923076923075,7151, 3.0660980268769817, 4.2382979721297405
152, 21.40546822742475, 0.010034434782608695, 0.7826086956521738,7128, 1.5928098768084644, 2.660141773399779
516, 95.98666220735787, 0.9632107391304348,0.765886288,16961, 2.0125371567594756, 3.0726566243743787
686, 19.39879933110368, 0.6722411304347826, 0.32441471571906355,1816, 0.5634089433946134, 1.7916955307311018
670,9.699899666,0.361204652, 0.8896321070234114,5839, 0.11924097967990584, 1.5336936806531036
767, 21.40546822742475, 0.7926423478260869, 0.7224080267558528,8851, 0.3397333828690337, 1.5877131264105637
346, 83.27775919732441,0.438127652, 0.5518394648829431,5053, 3.713208909002286, 4.396870529104997
586,96.98999666, 0.2943150869565217, 0.1605351170568562,16251, 5.225236792500395, 6.0139018302914184
372, 57.85995317725752, 0.7558530869565216, 0.5551839464882943,811, 2.234871607637253, 3.3381040379524904
